Store Number,City,State/Province,Country,Longitude,Latitude
19650-193495,大连市,21,CN,121.61,38.93
27410-245106,大连市,21,CN,121.78,39.06
20302-204304,抚顺市,21,CN,123.9,41.86
1519-134036,沈阳市,21,CN,123.43,41.78
16721-174864,沈阳市,21,CN,123.62,41.84
19094-196156,沈阳市,21,CN,123.4,41.75
30856-102126,沈阳市,21,CN,123.41,41.79
3887-151624,沈阳市,21,CN,123.36,41.78
16579-173104,沈阳市,21,CN,123.42,41.84
19679-201606,沈阳市,21,CN,123.4,41.79
18802-193492,沈阳市,21,CN,123.44,41.81
3663-145744,沈阳市,21,CN,123.44,41.76
18846-195666,沈阳市,21,CN,123.49,41.64
16272-154648,沈阳市,21,CN,123.38,41.81
48241-253867,沈阳市,21,CN,123.46,41.74
19678-202384,沈阳市,21,CN,123.46,41.73
19145-198984,沈阳市,21,CN,123.4,41.79
27784-247745,沈阳市,21,CN,123.43,41.78
17685-184964,沈阳市,21,CN,123.38,41.81
3888-136815,沈阳市,21,CN,123.47,41.8
22682-219985,沈阳市,21,CN,123.46,41.8
1517-134033,沈阳市,21,CN,123.43,41.81
31212-104933,沈阳市,21,CN,123.46,41.8
20989-204205,沈阳市,21,CN,123.38,41.83
31948-117366,沈阳市,21,CN,123.4,41.79
27946-248804,沈阳市,21,CN,123.37,41.8
1530-134032,沈阳市,21,CN,123.46,41.8
47701-252009,盘锦市,21,CN,122.08,41.12
48685-252008,盘锦市,21,CN,122.08,41.1
29485-253184,营口市,21,CN,122.13,40.27
26233-243705,营口市,21,CN,122.24,40.67
19677-201607,鞍山市,21,CN,122.98,41.11
19601-198726,鞍山市,21,CN,123,41.11
19526-198725,鞍山市,21,CN,122.99,41.11
23856-232431,吉林市,22,CN,126.57,43.85
25518-241004,吉林市,22,CN,126.59,43.85
48978-266169,延吉市,22,CN,129.51,42.91
18080-183625,长春市,22,CN,125.32,43.89
19934-183627,长春市,22,CN,125.34,43.9
20199-203944,长春市,22,CN,125.32,43.87
18121-186165,长春市,22,CN,125.3,43.87
48748-257145,长春市,22,CN,125.24,43.84
18807-195233,长春市,22,CN,125.32,43.89
18188-183626,长春市,22,CN,125.24,43.84
20305-204206,长春市,22,CN,125.33,43.89
19590-198304,长春市,22,CN,125.32,43.91
24379-236044,长春市,22,CN,125.41,43.82
16412-169986,哈尔滨,23,CN,126.62,45.77
17605-180984,哈尔滨,23,CN,126.62,45.78
16759-169987,哈尔滨,23,CN,126.61,45.72
18601-184966,哈尔滨,23,CN,126.68,45.74
23061-225404,哈尔滨,23,CN,126.56,45.74
27417-247257,哈尔滨,23,CN,126.59,45.73
20749-207824,哈尔滨,23,CN,126.59,45.7
21904-214464,哈尔滨,23,CN,126.64,45.76
23921-233345,哈尔滨,23,CN,126.65,45.72
24697-238404,哈尔滨,23,CN,126.7,45.76
16216-169990,哈尔滨,23,CN,126.7,45.75
16560-169988,哈尔滨,23,CN,126.62,45.77
17681-184965,哈尔滨,23,CN,126.62,45.77
24778-238525,哈尔滨,23,CN,126.68,45.79
23922-233264,大庆市,23,CN,125.09,46.59
24352-235271,大庆市,23,CN,124.89,46.64
26657-242588,shanghai,31,CN,121.54,31.27
47212-257244,shanghai,31,CN,121.6,31.2
48449-263424,Shanghai,31,CN,121.35,31.15
49020-266506,ShangHai,31,CN,121.45,31.32
49684-270791,Shanghai,31,CN,121.51,31.28
49386-268784,ShangHai,31,CN,121.53,31.23
48237-261284,shanghai,31,CN,121.54,31.31
24754-238132,上海市,31,CN,121.48,31.2
28083-249527,上海市,31,CN,121.48,31.26
25485-226668,上海市,31,CN,121.49,31.4
27243-246386,上海市,31,CN,121.43,31.24
24722-238648,上海市,31,CN,121.2,31.02
22929-225924,上海市,31,CN,121.81,31.15
35061-98966,上海市,31,CN,121.46,31.22
18847-195964,上海市,31,CN,121.4,31.62
22407-213184,上海市,31,CN,121.6,31.21
31045-103084,上海市,31,CN,121.23,31.15
31934-119647,上海市,31,CN,121.48,31.23
21834-215466,上海市,31,CN,121.5,31.38
16631-173905,上海市,31,CN,121.51,31.26
49309-268028,上海市,31,CN,121.52,31.23
48105-261564,上海市,31,CN,121.56,31.21
47215-257225,上海市,31,CN,121.47,31.21
25177-239544,上海市,31,CN,121.32,30.84
35064-97881,上海市,31,CN,121.56,31.23
27665-248312,上海市,31,CN,121.36,31.23
26413-239416,上海市,31,CN,121.31,31.2
23765-231966,上海市,31,CN,121.45,31.34
23437-229784,上海市,31,CN,121.47,31.23
26068-243444,上海市,31,CN,121.13,31.15
24749-238533,上海市,31,CN,121.44,31.19
26312-244148,上海市,31,CN,121.8,31.15
23331-229106,上海市,31,CN,121.67,31.16
